پولونیوس: صدای پایش را می شنوم؛ خداوندگار من، از اینجا برویم. (شاه و پولونیوس بیرون می روند.) (هملت وارد می شود) هملت: بودن یا نبودن، حرف در همین است، آیا بزرگواری آدمی بیشتر در این است که زخم فلاخن و تیربختِ ستم پیشه را تاب آورد، یا آن که در برابر دریایی فتنه و آشوب سلاح بر گیرد و با ایستادگی خویش بدان همه پایان دهد؟ مردن، خفتن؛ نه بیش؛ و پنداری که ما با خواب به دردهای قلب و هزاران آسیب طبیعی که نصیب تن آدمی است پایان می دهیم؛ چنین فرجامی سخت خواستنی است... به راستی، چه کسی به تازیانه ها و خواری های زمانه و بیداد ستمگران و اهانت مردم خودبین و دلهره ی عشق خوار داشته و دیر جنبی قانون و گستاخی دیوانیان و پاسخ ردی که شایستگان شکیبا از فرومایگان می شنوند تن می داد و حال آنکه می توانست خود را با خنجری برهنه آسوده سازد؟ چه کسی زیر چنین باری می رفت و عرق ریزان از زندگی توان فرسا ناله می کرد. مگر بدان رو که هراس چیزی پس از مرگ، این سرزمین ناشناخته که هیچ مسافری دوباره از مرز آن باز نیامده است، اراده را سرگشته می دارد و موجب می شود تا بدبختی هایی را که بدان دچاریم تحمل کنیم و به سوی دیگر بلاها که چیزی از چگونگی شان نمی دانیم نگریزیم.,ویلیام شکسپیر
خطاهای بشری، اول رهگذر است و بعد میهمان، چندی نمی‌گذرد که صاحب‌خانه می‌شود.,فرانسوا ولتر
فیلسوف کسی است که تصدیق می کند، دانش زیادی ندارد و این موضوع او را آزار می دهد. با این حال او داناتر از همه کسانی است که در مورد دانستنی ها و مهارت خودشان، در زمینه هایی که هیچ اطلاعی از آنها ندارند، سر و صدا می کنند. من می گویم که دانا کسی است که می داند که نمی داند. سقراط خودش اعتراف می کرد که فقط یک چیز می داند و آن اینکه هیچ چیز نمی داند. این گفته را آویزه گوش کن، چون این اعتراف حتی بین فیلسوفها خیلی کمیاب است. یادت باشد که این اعتراف بین مردم، می تواند به قیمت از دست دادن جان آدم تمام شود. همیشه خطرناکترین آدمها کسانی هستند که می پرسند. جواب دادن تا این اندازه خطرناک نیست. در یک سوال می تواند بیش از هزاران جواب، باروت خشک وجود داشته باشد.,یاستین گوردر
اگر رازم را مسکوت نگه دارم، آن راز زندانی من است؛ اگر بگذارم از دهانم خارج شود، این منم که زندانی آنم.
بار درخت سکوت، میوه‌ی آرامش است.,آرتور شوپنهاور
هرشخصی دو بار می‌میرد، یک بار آنگاه که عشق از دلش می‌رود و بار دیگر زمانی که زندگی را بدرود می‌گوید، اما وداع با زندگی در برابر مرگ عشق، ناچیز است.,فرانسوا ولتر
تاریخ داستانی است که رخ داده است. داستان، تاریخی است که ممکن است رخ داده باشد.,آندره ژید
هیچ آدمی آنقدر خوش حافظه نیست که دروغ گوی موفقی باشد.,آبراهام لینکلن
در آمریکا، رییس‌جمهور برای مدت چهارسال حکومت می‌کند، خبرنگاران برای همیشه.,اسکار وایلد
در هر دهکده‌ای مشعلی است: معلم، که نور می‌فشاند؛ و کاهنی است که فرو می‌کُشد.,ویکتور هوگو
آدمی اگر فقط بخواهد خوشبخت باشد به زودی موفق می شود، اما او می خواهد خوشبخت تر از دیگران باشد و این مشکل است؛ زیرا او دیگران را خوشبخت تر از آنچه هستند تصور می کند.,شارل دو مونتسکیو
قدرت مطلق همیشه گمراه کننده است. گمراه می کند چون آنچه را باید فراهم نمی سازد. همیشه واقعیت - واقعیت درماندگی و میرندگی ما، این واقعیت که به رغم دستیابی به ستارگان، سرنوشتی محتوم در انتظار ماست - از راه می رسد.,اروین دیوید یالوم
تمام تعقلات و اندیشه‌های مرد به یک محبت زن نمی‌ارزد.,فرانسوا ولتر
شبهای هجر  را  گذراندیم  و  زنده ایم 
ما را به سخت جانی خود این گمان نبود,شکیبی اصفهانی
گاهی اوقات بیدار ماندن مشکل است، مخصوصأ در کلیسا.,اسکار وایلد
سه گونه دروغ وجود دارد: دروغ، دروغ شاخ‌دار و آمار,مارک تواین
ما به ماکیاولی و نویسندگانی از قبیل او مدیون هستیم؛ برای آنکه به روشنی و صراحت، طبیعت آدمی را چنانکه هست نشان داده‌اند نه چنانکه باید باشد؛ زیرا اگر کسی ماهیت شر و بدی را نداند نمی‌تواند عقل و حزم مار را، با بی‌گناهی و صفای کبوتر در خود جمع کند؛ همچنانکه با جهل به ماهیت شر و بدی، فضیلت در معرض خطر و دور از مصونیت خواهد بود.,فرانسیس بیکن
دو عاقل ممکن است بر یک چیز اتفاق کنند اما دو جاهل به یک کار سازگار نشوند.,بقراط
کسانی به خرد دست یافته‌اند که گمان نمی‌برده‌اند دارای آن هستند.,سنکا
انسان هویت خود را در قصدمندی و اراده تجربه می‌کند.«من» آن منِ «من می‌توانم» است. دکارت در جمله‌ی مشهور «من فکر می‌کنم، پس هستم» اشتباه کرده، زیرا هویت، حاصل تفکر و عقلانی‌گری نیست. فرمول دکارت، مهم‌ترین  متغیر را کنار گذاشته؛ او از روی فکر به هویت جست زده در حالی که آنچه در اصل اتفاق می‌افتد متغیر بینابینی «من می‌توانم» است. ‌کی‌یرکگور به همین ترتیب، راه حل بیش از حد ساده شده و عقلانی‌گرای هگل را که می‌گوید «بالقوگی به فعلیت منجر می‌شود» به سخره می‌گیرد وقتی می‌گوید بالقوگی به فعلیت منجر می‌شود ولی متغیر بینابینی‌اش اضطراب است. می‌توانیم اینگونه بیانش کنیم که «بالقوگی به صورت چیزی متعلق به من تجربه می‌شود - قدرتِ من، پرسشِ من - و اینکه به فعلیت منجر شود یا نه، تا حدود زیادی به من بستگی دارد: اینکه کجا عمل کنم و کجا مکث.» آنچه در تجربه انسانی روی می‌دهد این است: «من دریافت می‌کنم، من می‌توانم، من اراده می‌کنم، من هستم.» و «من می‌توانم» و «من اراده می‌کنم»، تجربیات لازم برای هویتند. این مسأله ما را از این موضع توجیه ناپذیر در درمان که بیمار اول حس هویت پیدا می‌کند و بعد عمل می‌کند، می‌رهانَد. برعکس، او هویت را حین عمل یا دست کم در امکان انجام عمل تجربه می‌کند.,رولو می
از آن در شگفتم که در سینه دلی دارند و می‌پندارند که آسایش و سعادت بشر جز مهر و صفا راه دیگری دارد.,ویکتور هوگو
از چشم‌انداز جوانی که بنگری، زندگی آینده‌ای دراز و بی‌پایان است؛ ولی از چشم‌انداز پیری، تنها گذشته‌ای بسیار کوتاه به چشمت می‌آید. وقتی با کشتی دور می‌شویم، اجزای ساحل ریز و ریزتر می‌شوند و امکان شناسایی و تمایزشان نیز کمتر؛ هم‌چون سال‌هایی که پشت سر نهاده‌ایم با همه رویدادها و تکاپوهایشان.,آرتور شوپنهاور
فرضیه‌ها، دروغ‌هائی هستند که برای یافتن حقیقت، به‌ما کمک می‌کنند.,پابلو پیکاسو
آرزوی چیزی برخلاف اراده‌ام، مثل این است که وسوسه شوم از ظرف آب نبات دزدی کنم؛ اراده چیزی برخلاف آرزویم، مثل این است که انکار کنم آب نبات دوست دارم؛ تصمیم گیری برای چیزی، مثل این است که خودم (از خودم) نوشته بگیرم که من باید (یا نباید) برای دستیابی به فلان چیز تلاش کنم. پس تصمیم گرفتن نوعی پیمان بستن است. همیشه خطر شکست در آن هست و عملی‌ست که همه‌ی وجودم در آن دخیل است.,رولو می
راستی که در دوره تیره و تاری زندگی می کنم:
امروزه فقط حرفهای احمقانه بی خطرند
اخم بر چهره نداشتن، از بی احساسی خبر می دهد،
و آنکه می خندد، هنوز خبر هولناک را نشنیده است.
این چه زمانه ایست
که حرف زدن از درختان عین جنایت است
وقتی از این همه تباهی چیزی نگفته باشیم!
کسی که آرام به راه خود می رود گناهکار است
زیرا دوستانی که در تنگنا هستند
دیگر به او دسترس ندارند.,برتولت برشت
آزادی چیزی جز شانسی برای بهتر بودن نیست.,آلبر کامو
هنر نوعی رستگاری است، ما را از خواستن ، یعنی درد و رنج آزادی می‌بخشد، تصاویر زندگانی را دلربا می‌کند.,آرتور شوپنهاور
جنگ، کشتارگاه کسانی است که همدیگر را نمی‌شناسند، به‌نفع کسانی است که یکدیگر را می‌شناسند ولی همدیگر را نمی‌کشند.,سیسرو
بهره من از دانش و حکمت تنها این بود که بر جهل خود دانا شدم.,بقراط
نابخشودنی‌ترین چیز در تو این است که قدرت داری و فرمان نمی‌خواهی راند.,فردریش نیچه
برادران، شما را سوگند می‌دهم که به زمین وفادار مانید و باور ندارید آنانی را که با شما از امیدهایِ اَبَرزمینی سخن می‌گویند. اینان زهرپالا ی‌اند، چه خود دانند یا ندانند. اینان خوارشمارندگانِ زندگی اند و خود زهر نوشیده و رو به زوال، که زمین از ایشان بستوه است. پس بِهِل تا سرِ خویش گیرند!,فردریش نیچه
یک اسقف هشتادساله همان حرفی را می‌زند که در هیجده‌سالگی در گوشش خوانده‌اند.,اسکار وایلد
جنگ، کشتارگاه کسانی است که همدیگر را نمی‌شناسند، به‌نفع کسانی است که یکدیگر را می‌شناسند ولی همدیگر را نمی‌کشند.,سیسرو
یک انسان معمولی، کالای تولیدی کارخانه طبیعت است.,آرتور شوپنهاور
آرزو نکردن برابر است با مردن یا دست‌کم در سرزمین مردگان ساکن شدن. ویژگی دیگر سیری و دلزدگی‌ست: آرزو ها فقط عبارتند از فشارهایی که فرد را به‌سوی ارضای نهایی و برطرف شدن نیاز می‌رانند...در جایی که همه‌ی آرزوها برآورده شده، پوچی، خلأ و بیهودگی در اوج است. زیرا این به معنای آن است که فرد دیگر آرزو نمی‌کند.,رولو می
تجربه کردن، به تنهائی کافی نیست، تجربه را باید سنجید و در جایگاه خویش قرار داده و آن را تجزیه و تحلیل نمود تا بتوان به نتایج آن دست یافت.,میشل دو مونتینی
توجه داشته باشید که نتیجه حاصل از یک سخن کوتاه و یک گفتار بلند، برابر است.,اپیکور
هیچ چیز محترم تر از یک قلب شاکر و سپاسگزار نیست.,سنکا
پرسش مهمی که هرگز بدان پاسخ داده نشده است و خود من نیز با وجود سی سال پژوهش و مطالعه برای آن پاسخی نیافته ام این است که «خواسته ی زنان چیست؟»,زیگموند فروید
آنچه کامل شده، هر آنچه رسیده و پخته، خواهانِ مرگ است. آنچه نارس است، می‌خواهد زندگی کند. هر آنچه در رنج است، می‌خواهد زنده بماند، تا شاید رسیده و شادان و دلخواه شود، دلخواه از آن رو که هر چه فراتر رود، برتر و درخشان‌تر شود.,فردریش نیچه
در آمریکا، رییس‌جمهور برای مدت چهارسال حکومت می‌کند، خبرنگاران برای همیشه.,اسکار وایلد
هنگام به خاک سپردنم بگویید این که زیر خاک می‌کنیم تن سقراط است‌،نه خود او.,سقراط
دریغا، کجاست دریایی که باز در آن غرق می‌توان شد: زاریِ ما این گونه بر فرازِ مرداب‌های کم‌ژرفا طنین‌افکن است.,فردریش نیچه
اگر آگاهانه طرحی درافکنده اید که از آنچه در توان شماست کمتر باشید، به شما هشدار می دهم که تا آخر عمرتان ناشادمان خواهید بود.,آبراهام مزلو
اصل و اساسی که تمام اخلاق گرایان به راستی در باب آن نظری یکسان دارند، این است : کسی را نیازار و هرچه می توانی به دیگران یاری برسان.,آرتور شوپنهاور
...مثل اینکه این خشم بیش از اندازه مرا از درد تهی و از امید خالی ساخته بود. برای اولین بار خود را به دست بی‌قیدی و بی‌مهری جذاب دنیا سپردم. و از اینکه درک کردم دنیا این قدر به من شبیه‌است و بالاخره این قدر برادرانه‌است، حس کردم که خوشبخت بوده‌ام و باز هم خواهم بود. برای اینکه همه چیز کامل باشد، و برای اینکه خودم را هر چه کمتر تنها حس کنم، برایم فقط این آرزو باقی مانده بود که در روز اعدامم، تماشاچیان بسیاری حضور به هم برسانند و مرا با فریادهای پر از کینهٔ خود پیشواز کنند.,آلبر کامو
در دایره‌ای کامدن و رفتن ماست
آن را نه بدایت نه نهایت پیداست
کس می‌نزند دمی در این معنی راست
کاین آمدن از کجا و رفتن بکجاست,حکیم عمر خیام
ترس منشأ اصلی خرافات است و یکی از منشأهای اصلی سنگدلی. غلبه بر ترس نقطه آغاز حکمت در راه رسیدن به حقیقت و در تلاش برای پیدا کردن روش ارزشمندی برای زیستن است.,برتراند راسل
اَلکسی دو توکویل [متفکر فرانسوی قرن نوزدهم] امکان ظهور نوع دیگری از وحشت حکومت استبدادی را مورد توجه قرار می‌دهد. آنجا که جبار، دیگر یک حاکم خودکامه مطلق نیست، بلکه اکثریتی فشرده است که با پراکندن ترسی که نتیجه سقوط مقامات سنتی است نظم لیبرالی را تضعیف می‌کند و از میان می‌برد. توکویل در دوران پس از انقلاب فرانسه بود که می‌نوشت، دورانی که رژیم های کهن اروپایی یکی بعد از دیگری فرو می‌پاشیدند. در این موقعیت، مردم کمتر نگران از دست دادن جانشان بودند - همان چیزی که پایه فلسفه سیاسی هابز بود. - بلکه بیشتر نگران از دست رفتن حقایق سنتی، ماهیت مطلق ارزشهای اخلاقی، و چیزهایی از این قبیل بودند. می‌توان گفت آنچه مردم از آن می‌ترسیدند خود مدرنیته بود، مدرنیته ای که در آن خودشان را در معرض تهدید می‌دیدند. آنها از آینده بیمناک بودند، و به اعتقاد توکویل، برای علاج این ترس و هراسشان بود که می‌خواستند حکومت فوق‌العاده سرکوبگری را برپا کنند که بتواند نظم را برقرار کند و هنجارهای پیشین را دوباره تثبیت کند.,لارس اسوندسن
افسوس که نامه‌ی جوانی طی شد
و آن تازه بهارِ زندگانی دِی شد
آن مرغِ طرب که نامِ او بود شباب
افسوس ندانم که کِی آمد کِی شد,حکیم عمر خیام
ترکیبِ طبایع چو به کام تو دمی است
رو شاد بزی، اگرچه برتو ستمی است
با اهلِ خرد باش، که اصلِ تنِ تو
گردی و نسیمی و غباری و دمی است,حکیم عمر خیام
وقتی قرار باشد نظرمان را درباره‌ی کسی دگرگون کنیم، آزاری را که به ما رسانده است، گران به پایش می‌نویسیم.,فردریش نیچه
بیایید از خود بپرسیم که برای خوشبختی انسان ها چه چیزی مهم‌تر است ... می توان گفت در ردیف نخست آنچه الزامی است، مطمئنا هیجانِ حاصل از ابراز وجود است. هنگامی که موجودی از ابراز وجود محروم می‌شود، مجبور به بستن دهانش می‌شود، چه در سطح خانواده باشد چه در سطحی وسیع تر، این شخص احساس بدبختی می‌کند. این ممنوعیت چه از خارج باشد و چه از درون، در هر حال راه خوشبختی را سد می‌کند. کودکی را از ابراز وجود محروم کنید، ناگهان خشن یا برعکس توسری خور می‌شود. از دیدگاه روان شناسی، از نظر جسمی و روحی بیمار و احتمالا غیرقابل کنترل می‌شود. با رفتارش سعی می‌کند آنچه را ابرازش با کلام ممنوع شده، نشان دهد و همین واکنش در انواع سرکوب رخ می‌دهد. سرکوب در نهایت موجب احساس از خودبیگانگی، یعنی احساس غریبه بودن با خود می‌شود.
در مورد کودکی که از نظر جنسی توسط یکی از نزدیکانش مورد سوءاستفاده قرار گرفته است، اگر او بتواند با کسی درد دل کند، رهایی از آثار تجاوز بسیار ساده تر خواهد بود تا در مورد کودک بی‌کس. او می‌تواند بخشی از آنچه را بر او گذشته بپذیرد، بدون آنکه مجبور باشد آنچه را که به عنوان بخش آلوده شده‌ی وجودش احساس می‌کند، نفی کند با برعکس خود را با آن یکی بداند.
موضوع ابراز وجود بسیار وسیع است. فعلا به خاطر بسپاریم که فردی که در فعالیت های شغلی، خانواده یا دوستانش قادر به ابراز وجود نیست، بیشتر از سایرین احساس بدبختی و رنج می‌کند. به زبان دیگر، شخصی که در فعالیت شغلی، زندگی زناشویی یا خانوادگی یا میان دوستانش اثر وجودی ندارد، بیش از دیگران احتمال دارد به زندگی بی‌علاقه شود.
 ,گی کورنو
گر مِی نخوری طعنه مزن مستان را
بنیاد مکن تو حیله و دستان را
تو غره بدان مشو که مِی مینخوری
صد لقمه خوری که مِی غلام‌ست آن را,حکیم عمر خیام
آنکس که امید به پیروزی در ستیزه ای را ندارد یا آشکارا در حال شکست است، می خواهد هر چه بیشتر شیوه ی ستیزش دیگران را به شگفتی وادارد.,فردریش نیچه
زندگی سرد و کسالت بار روزمره باعث می‌شود تا آزادی‌های موجود ناچیز شمرده شوند، اما پس از یورش سلطه غیرمنتظره نظام استبدادی قدر و ارزش آنها دوباره درک می شود و اهمیت آنها در زندگی برای مردم روشن می‌شود.,مانس اشپربر
مرد متأهلی را در نظر بگیرید که به دلیل رابطه با یک زن دیگر، از همسرش فاصله گرفته و چنان با او بدرفتاری می کند که در نهایت این همسر است که تصمیم به طلاق می گیرد. در این حال من با برملا کردن روش او برای شانه خالی کردن از زیر بار مسئولیت آغاز می کنم، روشی که این حس را ایجاد می کند که تحت کنترل وقایع خارجی است. تا زمانی که او مسئولیت خود را انکار می کند، دگرگونی حقیقی بعید است، زیرا به جای کنکاش در خود، توجهش به تغییر دادن محیط معطوف است.
هرگاه این بیمار مسئولیت خود را در پایان دادن به زندگی مشترکش بپذیرد و نیز بپذیرد که این او بوده که تصمیم به طلاق گرفته، آن وقت توجهش را به این موضوع معطوف می کنم که چقدر از چگونگی این تصمیم گیری راضی است. آیا با همدم سالها زندگی مشترک و مادر فرزندانش درست رفتار کرده است؟ در آینده چه پیشیمانی هایی خواهد داشت؟ و چقدر برای خود احترام قائل خواهد بود؟,اروین دیوید یالوم
و این چند اندرز را به خاطر بسپار؛ آنچه می‌اندیشی بر زبان میاور و به اندیشه‌های نسنجیده جامه‌ی عمل مپوشان؛
خوش برخورد باش، اما به هیچ‌رو مبتذل نباش؛
دوستان خود را پس از آزمودن با پنجه‌ی فولادین در جانِ خود جای ده، ولی دست‌های خود را برای پذیرایی از هر خامِ سر از تخم‌درآورده‌ای فرسوده مکن.
از ستیزه بپرهیز، اما اگر بدان کشانده شدی چنان بکوش که از تو پروا کنند.
گوشِ خود را به شنیدنِ گفته‌ی هر کس بگمار، ولی با کمتر کس همداستانی کن.
با هرکسی رأی بزن، اما قضاوت خود را فاش مگردان.
به مقتضای آنچه در کیسه داری رخت‌های گرانبها بپوش، اما دور از بلهوسی باش؛ جامه‌ات فاخر باشد، نه پر زرق و برق، زیرا هیئت ظاهر ای بسا که بر خودِ مَرد دلالت می‌کند، و در فرانسه مردم بلندپایه و والامقام خاصه از این راه نشان می‌دهند که نسبِ عالی دارند.
نه وام بگیر و نه وام بده؛ زیرا وام دادن چه بسا از دست دادنِ پول و دوست، هر دو است، و اما وام گرفتن عقل معاش را کُند می‌دارد.
به ویژه این یک نکته: با خود درستکار باش، و همچنان که به یقین شب از پس روز می‌آید، نتیجه چنان خواهد بود که با دیگران نخواهی توانست دغلکار باشی. 
خدا به همراه، دعای خیر من این پندها را در تو بارور کناد!,ویلیام شکسپیر
هفت بار روح خویش را تحقیر کردم: نخستین بار هنگامی بود که برای رسیدن به بلندمرتبگی، خود را فروتن نشان می‌داد. دومین بار آن هنگام که در مقابل فلج‌ها می‌لنگید. سومین بار آن زمان که در انتخاب خویش بین آسان و سخت، آسان را برگزید. چهارمین بار وقتی‌که مرتکب گناهی شد و به خویشتن تسلی داد که دیگران هم گناه می‌کنند. پنجمین بار آنگاه‌که به علت ضعف و ناتوانی از کاری سر باززد و صبر را حمل بر قدرت و توانایی‌اش دانست. ششمین بار زمانی‌که چهره‌ای زشت را تحقیر کرد در حالی که نمی‌دانست آن چهره، یکی از نقاب‌های خود اوست. و هفتمین‌بار وقتی که زبان به مدح و ستایش گشود و انگاشت که فضیلت است.,جبران خلیل جبران
آموزش چیزی است که بعد از فراموش کردن چیزهایی که در مدرسه آموخته اید باقی می ماند.,آلبرت اینشتین
درباره‌ی مسائل مهم روز با سخنرانی و قطعنامه نمی‌توان تصمیم گرفت، بلکه باید با آهن و خون تصمیم‌گیری کرد.,اتو فون بیسمارک
